O*NET-SOC Code,creative,problem,logical,business,research,numerical,analytical,verbal,tech,social,career
29-1151.00,2.0,8.25,8.120000000000001,3.92,10.120000000000001,6.5,9.75,8.370000000000001,9.56,10.7,Nurse Anesthetists
29-1161.00,3.88,7.63,8.5,5.940000000000001,8.5,5.24,9.24,8.120000000000001,6.48,11.92,Nurse Midwives
29-1171.00,2.76,8.24,8.5,4.14,11.080000000000002,6.12,9.370000000000001,9.0,7.119999999999999,11.04,Nurse Practitioners
29-1181.00,4.36,7.5,8.620000000000001,3.62,11.86,5.88,9.120000000000001,9.120000000000001,7.960000000000001,11.84,Audiologists
29-1211.00,2.34,8.0,9.25,5.0,11.46,6.38,10.5,8.879999999999999,10.36,10.5,Anesthesiologists
29-1212.00,2.3,0.0,0.0,4.56,13.740000000000002,0.0,0.0,0.0,9.92,9.46,Cardiologists
29-1213.00,3.74,7.38,9.120000000000001,3.54,12.88,4.75,9.25,8.76,9.62,9.3,Dermatologists
29-1214.00,2.0,8.5,9.26,5.36,11.28,5.75,9.76,9.370000000000001,8.3,11.2,Emergency Medicine Physicians
29-1215.00,2.9,8.25,8.5,4.68,12.16,5.629999999999999,10.25,9.25,7.5,12.42,Family Medicine Physicians
29-1216.00,2.88,8.0,9.120000000000001,4.2,13.62,5.76,10.0,9.120000000000001,8.86,12.16,General Internal Medicine Physicians
29-1217.00,4.16,8.74,9.379999999999999,4.78,14.0,6.13,10.0,9.620000000000001,8.2,10.04,Neurologists
29-1218.00,2.9,8.0,9.129999999999999,5.48,11.0,5.75,10.879999999999999,9.5,9.18,10.9,Obstetricians and Gynecologists
29-1221.00,3.76,8.120000000000001,8.620000000000001,5.08,12.36,5.26,9.370000000000001,9.120000000000001,7.279999999999999,13.279999999999998,"Pediatricians, General"
29-1222.00,2.72,8.620000000000001,9.24,3.5199999999999996,14.0,6.12,10.129999999999999,9.870000000000001,9.72,7.199999999999999,"Physicians, Pathologists"
29-1223.00,5.300000000000001,8.129999999999999,8.74,3.9000000000000004,13.18,4.88,8.879999999999999,9.120000000000001,4.6,11.66,Psychiatrists
29-1224.00,2.74,8.25,9.0,4.34,13.24,5.88,9.5,9.370000000000001,9.78,7.7,Radiologists
29-1229.01,3.7,8.120000000000001,9.0,4.4,13.900000000000002,5.75,9.75,9.25,7.68,10.600000000000001,Allergists and Immunologists
29-1229.02,3.2799999999999994,8.370000000000001,9.120000000000001,6.28,9.16,6.0,9.25,9.24,7.1,12.54,Hospitalists
29-1229.03,2.62,8.25,9.0,4.44,13.7,5.75,10.0,9.379999999999999,9.7,10.9,Urologists
29-1229.04,3.74,7.87,8.74,3.38,12.52,6.26,9.120000000000001,9.0,9.84,12.0,Physical Medicine and Rehabilitation Physicians
29-1229.05,3.76,9.25,9.5,4.74,13.4,6.5,9.620000000000001,9.879999999999999,6.74,10.86,Preventive Medicine Physicians
29-1229.06,2.4,7.880000000000001,8.870000000000001,6.68,10.72,5.380000000000001,9.620000000000001,9.120000000000001,10.38,10.54,Sports Medicine Physicians
29-1241.00,3.3999999999999995,8.120000000000001,9.0,5.96,12.48,6.62,9.870000000000001,9.870000000000001,8.8,10.920000000000002,"Ophthalmologists, Except Pediatric"
29-1242.00,2.96,0.0,0.0,4.72,13.0,0.0,0.0,0.0,10.16,9.64,"Orthopedic Surgeons, Except Pediatric"
29-1243.00,3.1,0.0,0.0,4.86,13.04,0.0,0.0,0.0,9.9,9.98,Pediatric Surgeons
29-1291.00,4.16,6.37,7.76,3.2,10.98,3.88,7.76,7.13,9.6,11.3,Acupuncturists
29-1292.00,2.24,5.629999999999999,6.0,3.46,9.04,3.62,7.880000000000001,6.38,10.54,10.7,Dental Hygienists
29-1299.01,3.62,7.880000000000001,9.120000000000001,3.96,11.78,5.37,9.25,9.25,9.06,11.46,Naturopathic Physicians
29-1299.02,3.76,7.13,8.379999999999999,2.94,11.48,5.75,8.879999999999999,8.24,9.76,9.54,Orthoptists
29-2011.00,2.26,6.630000000000001,8.25,3.02,12.3,6.37,8.620000000000001,8.0,11.62,5.540000000000001,Medical and Clinical Laboratory Technologists
29-2011.01,2.96,6.76,8.0,3.12,11.82,6.0,7.75,8.379999999999999,10.64,3.8600000000000003,Cytogenetic Technologists
29-2011.02,2.2,6.37,7.63,3.6799999999999997,12.12,5.37,7.75,7.76,11.84,4.82,Cytotechnologists
29-2011.04,2.62,6.25,6.630000000000001,2.1,13.119999999999997,4.88,6.879999999999999,7.25,11.44,5.780000000000001,Histotechnologists
29-2012.00,2.0,6.12,6.12,2.0,11.78,5.25,7.63,6.879999999999999,12.02,5.76,Medical and Clinical Laboratory Technicians
29-2012.01,2.52,6.13,6.75,2.0,10.74,3.62,6.38,6.76,12.58,4.24,Histology Technicians
29-2031.00,2.0,6.24,7.5,2.6,10.619999999999997,5.12,8.24,7.74,11.22,8.5,Cardiovascular Technologists and Technicians
29-2032.00,2.64,6.12,6.76,3.02,9.5,4.37,7.38,7.63,11.739999999999998,8.2,Diagnostic Medical Sonographers
29-2033.00,2.0,6.12,7.0,2.62,11.14,6.12,7.76,7.5,11.98,6.16,Nuclear Medicine Technologists
29-2034.00,2.0,5.12,7.119999999999999,2.0,9.76,4.0,7.75,7.119999999999999,11.8,6.82,Radiologic Technologists and Technicians
29-2035.00,2.0,6.12,6.630000000000001,2.54,9.58,5.24,7.0,7.880000000000001,10.920000000000002,7.02,Magnetic Resonance Imaging Technologists
29-2036.00,2.64,7.5,8.620000000000001,4.42,10.600000000000001,7.38,8.379999999999999,8.75,9.14,7.14,Medical Dosimetrists
29-2042.00,2.0,0.0,0.0,3.12,9.14,0.0,0.0,0.0,10.920000000000002,11.12,Emergency Medical Technicians
29-2043.00,2.0,0.0,0.0,3.8200000000000003,10.06,0.0,0.0,0.0,10.4,10.98,Paramedics
29-2051.00,5.08,6.12,7.0,5.140000000000001,6.9,5.88,6.5,6.37,7.62,10.1,Dietetic Technicians
29-2052.00,2.0,6.0,6.37,5.04,5.98,6.0,6.75,7.37,8.42,6.639999999999999,Pharmacy Technicians
29-2053.00,4.24,6.0,7.63,2.92,9.14,3.75,8.0,7.63,6.58,13.86,Psychiatric Technicians
29-2055.00,2.0,6.0,6.38,3.22,6.44,5.37,7.5,6.75,12.52,7.640000000000001,Surgical Technologists
29-2056.00,2.0,6.37,7.76,2.0,10.52,5.37,7.75,7.37,13.420000000000002,6.04,Veterinary Technologists and Technicians
29-2057.00,2.0,5.0,6.25,3.5,9.62,5.0,6.879999999999999,6.74,10.66,9.28,Ophthalmic Medical Technicians
29-2061.00,2.1,6.25,7.75,4.26,7.34,5.76,8.120000000000001,7.87,9.16,11.0,Licensed Practical and Licensed Vocational Nurses
29-2072.00,2.0,0.0,0.0,3.76,8.66,0.0,0.0,0.0,5.72,6.82,Medical Records Specialists
29-2081.00,2.82,6.0,6.62,6.66,4.56,5.76,6.62,7.63,8.7,6.1,"Opticians, Dispensing"
29-2091.00,3.9800000000000004,7.5,8.379999999999999,3.12,10.2,6.25,8.120000000000001,8.379999999999999,12.0,8.6,Orthotists and Prosthetists
29-2092.00,3.46,6.12,6.5,3.46,8.76,4.74,6.75,6.630000000000001,7.74,9.1,Hearing Aid Specialists
29-2099.01,2.82,6.12,7.880000000000001,2.84,11.62,4.63,8.0,7.87,10.64,7.42,Neurodiagnostic Technologists
29-2099.05,2.24,5.88,6.5,4.04,9.42,5.24,7.880000000000001,7.0,10.82,8.64,Ophthalmic Medical Technologists
29-2099.08,3.18,6.37,6.870000000000001,6.24,8.12,4.0,7.24,7.76,2.54,13.24,Patient Representatives
29-9021.00,2.36,0.0,0.0,4.4,10.34,0.0,0.0,0.0,5.16,7.66,Health Information Technologists and Medical Registrars
29-9091.00,2.3,6.630000000000001,7.87,4.48,8.8,4.24,8.870000000000001,7.63,11.259999999999998,11.5,Athletic Trainers
29-9092.00,4.68,7.75,8.74,5.460000000000001,11.720000000000002,5.5,8.0,8.870000000000001,3.3199999999999994,10.9,Genetic Counselors
29-9093.00,2.0,6.37,7.119999999999999,3.5599999999999996,6.9,5.12,7.76,7.62,11.400000000000002,7.68,Surgical Assistants
29-9099.01,3.8200000000000003,6.630000000000001,8.620000000000001,5.4,7.08,4.75,9.120000000000001,7.87,7.960000000000001,12.08,Midwives
31-1121.00,2.96,6.0,6.37,3.54,6.36,4.25,7.25,6.5,8.46,12.66,Home Health Aides
31-1122.00,3.58,5.26,6.25,5.1,3.5999999999999996,3.75,6.75,5.88,7.02,12.379999999999999,Personal Care Aides
31-1131.00,2.0,4.87,6.12,3.54,5.44,4.0,6.879999999999999,6.12,9.16,11.400000000000002,Nursing Assistants
31-1132.00,2.0,3.87,5.629999999999999,2.38,4.1,2.63,6.13,4.5,10.84,8.34,Orderlies
31-1133.00,3.66,6.12,6.870000000000001,3.3599999999999994,8.08,4.0,7.76,6.37,6.879999999999999,13.62,Psychiatric Aides
31-2011.00,4.12,6.0,7.0,2.28,6.959999999999999,4.24,7.75,7.5,7.06,12.2,Occupational Therapy Assistants
31-2012.00,3.38,6.0,6.37,3.6399999999999997,5.1,3.75,7.25,6.5,7.82,12.0,Occupational Therapy Aides
31-2021.00,3.06,6.12,6.870000000000001,2.62,7.3,4.25,7.63,7.13,8.9,12.82,Physical Therapist Assistants
31-2022.00,2.14,5.5,5.76,4.12,5.16,3.88,6.25,6.12,9.48,11.899999999999999,Physical Therapist Aides
31-9011.00,4.46,5.75,6.24,4.2,7.58,3.5,6.76,6.12,9.68,11.5,Massage Therapists
31-9091.00,2.0,5.88,6.630000000000001,2.68,7.1,4.12,6.37,6.5,8.96,8.74,Dental Assistants
31-9092.00,2.0,5.88,7.0,3.96,7.6,5.24,7.63,7.75,8.12,9.6,Medical Assistants
31-9093.00,2.0,5.25,6.37,2.0,6.84,4.5,6.870000000000001,6.0,13.54,4.72,Medical Equipment Preparers
31-9094.00,3.4799999999999995,5.12,6.0,2.52,7.199999999999999,2.75,6.0,8.0,4.94,7.38,Medical Transcriptionists
31-9095.00,2.0,5.13,6.0,7.68,3.14,4.88,6.25,6.5,7.5,6.22,Pharmacy Aides
31-9096.00,2.0,5.13,6.12,2.0,8.5,5.37,7.0,6.24,12.66,7.02,Veterinary Assistants and Laboratory Animal Caretakers
31-9097.00,2.0,5.0,6.630000000000001,2.8,9.38,4.24,6.74,6.37,10.88,7.199999999999999,Phlebotomists
31-9099.01,5.300000000000001,6.37,6.879999999999999,3.06,8.74,3.88,7.5,7.75,4.94,10.96,Speech-Language Pathology Assistants
31-9099.02,2.0,6.0,6.37,2.14,8.18,4.0,7.26,7.62,12.92,6.0,Endoscopy Technicians
33-1011.00,2.0,6.5,8.0,12.64,3.5999999999999996,4.12,8.0,7.75,7.16,9.08,First-Line Supervisors of Correctional Officers
33-1012.00,2.02,7.75,8.0,13.759999999999998,4.68,4.88,8.120000000000001,8.0,6.9,7.5600000000000005,First-Line Supervisors of Police and Detectives
33-1021.00,2.0,6.879999999999999,7.5,12.3,4.52,5.12,7.74,7.37,10.280000000000001,7.4399999999999995,First-Line Supervisors of Firefighting and Prevention Workers
33-1091.00,2.0,7.0,7.38,11.899999999999999,3.6399999999999997,3.75,7.880000000000001,7.880000000000001,8.76,7.14,First-Line Supervisors of Security Workers
33-2011.00,2.62,6.25,7.63,6.02,5.84,5.5,8.620000000000001,6.37,12.98,6.78,Firefighters
33-2021.00,2.04,6.37,7.880000000000001,6.639999999999999,8.66,5.25,8.0,7.0,10.98,5.18,Fire Inspectors and Investigators
33-2022.00,2.22,6.75,7.24,6.82,7.119999999999999,4.5,8.120000000000001,6.5,12.7,6.36,Forest Fire Inspectors and Prevention Specialists
33-3011.00,2.0,5.26,6.12,8.0,4.32,2.25,7.76,5.76,9.58,6.559999999999999,Bailiffs
33-3012.00,2.1,6.13,7.25,6.32,3.38,4.0,8.0,7.24,10.66,7.720000000000001,Correctional Officers and Jailers
33-3021.00,2.4,7.5,8.370000000000001,8.08,9.8,4.25,8.5,8.0,8.36,5.460000000000001,Detectives and Criminal Investigators
33-3021.02,3.16,6.0,7.880000000000001,5.860000000000001,7.359999999999999,4.0,7.25,7.75,9.66,3.9400000000000004,Police Identification and Records Officers
33-3021.06,4.22,7.24,8.620000000000001,7.68,11.54,5.629999999999999,8.24,9.129999999999999,4.66,3.8200000000000003,Intelligence Analysts
33-3031.00,2.0,6.630000000000001,7.5,6.04,7.82,5.5,8.120000000000001,7.74,12.8,4.76,Fish and Game Wardens
33-3041.00,2.0,5.13,6.0,6.5,2.86,3.87,6.24,5.88,12.74,5.220000000000001,Parking Enforcement Workers
33-3051.00,2.14,6.13,8.370000000000001,8.16,5.52,4.37,8.75,7.5,10.72,6.9,Police and Sheriff's Patrol Officers
33-3051.04,2.0,6.12,7.880000000000001,8.58,5.28,4.37,8.120000000000001,7.76,6.78,5.2,Customs and Border Protection Officers
33-3052.00,2.0,6.75,7.63,6.42,4.56,4.0,8.120000000000001,6.37,12.34,5.02,Transit and Railroad Police
33-9011.00,2.0,5.76,6.74,4.34,7.18,3.0,7.880000000000001,6.0,11.86,5.26,Animal Control Workers
33-9021.00,2.84,6.75,7.880000000000001,8.14,7.800000000000001,4.37,8.120000000000001,7.880000000000001,4.78,5.74,Private Detectives and Investigators
33-9031.00,2.0,5.5,7.0,9.56,4.34,3.87,8.370000000000001,6.75,8.28,4.3,Gambling Surveillance Officers and Gambling Investigators
33-9032.00,2.0,5.0,6.25,5.76,4.58,3.25,7.63,6.0,12.82,5.28,Security Guards
33-9091.00,2.22,4.26,5.620000000000001,6.0,3.3,2.24,6.62,4.25,11.720000000000002,6.16,Crossing Guards and Flaggers
33-9092.00,2.0,5.620000000000001,6.24,5.76,4.74,2.0,8.120000000000001,5.76,12.54,8.48,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
33-9093.00,2.0,5.5,6.879999999999999,5.220000000000001,4.02,3.5,8.0,6.0,10.42,4.9,Transportation Security Screeners
33-9094.00,3.4799999999999995,0.0,0.0,3.9000000000000004,3.02,0.0,0.0,0.0,6.86,10.5,School Bus Monitors
33-9099.02,2.0,5.88,6.870000000000001,9.54,6.879999999999999,5.37,7.62,6.870000000000001,7.800000000000001,5.42,Retail Loss Prevention Specialists
35-1011.00,5.44,6.75,8.0,10.26,3.3599999999999994,6.0,8.24,7.0,9.68,5.9,Chefs and Head Cooks
35-1012.00,2.5,6.0,6.75,12.72,2.76,6.0,7.0,6.870000000000001,9.2,6.74,First-Line Supervisors of Food Preparation and Serving Workers
35-2011.00,3.7,4.12,5.629999999999999,6.719999999999999,2.76,3.62,5.5,5.24,12.66,4.84,"Cooks, Fast Food"
35-2012.00,4.02,5.88,6.12,6.32,3.66,5.629999999999999,6.24,5.76,11.8,6.34,"Cooks, Institution and Cafeteria"
35-2013.00,7.54,5.88,6.24,7.1,2.8,4.25,6.37,6.0,9.96,7.5600000000000005,"Cooks, Private Household"
35-2014.00,5.42,4.38,5.629999999999999,7.38,3.12,4.63,6.12,5.25,11.259999999999998,5.76,"Cooks, Restaurant"
35-2015.00,4.54,4.87,5.13,7.359999999999999,2.0,4.12,5.620000000000001,5.5,12.26,6.38,"Cooks, Short Order"
35-2021.00,3.8,4.0,4.74,4.46,2.7,3.75,4.74,4.62,12.8,5.42,Food Preparation Workers
35-3011.00,4.6,5.620000000000001,6.0,7.7,2.0,4.37,6.25,6.0,9.3,7.48,Bartenders
35-3023.00,2.9,3.5,4.25,6.9,2.0,3.88,5.0,4.5,9.66,6.959999999999999,Fast Food and Counter Workers
35-3023.01,5.26,4.63,5.5,6.48,2.14,4.12,5.869999999999999,5.75,11.16,7.4,Baristas
35-3031.00,3.6799999999999997,4.62,5.380000000000001,8.12,2.0,4.0,6.24,4.87,8.24,9.44,Waiters and Waitresses
35-3041.00,4.2,4.24,5.0,5.700000000000001,2.92,3.5,5.5,5.0,9.68,8.46,"Food Servers, Nonrestaurant"
35-9011.00,2.04,4.0,4.74,4.52,2.0,3.13,4.62,4.38,11.259999999999998,7.32,Dining Room and Cafeteria Attendants and Bartender Helpers
35-9021.00,2.0,3.63,4.0,2.88,2.0,2.0,4.75,3.88,14.0,3.66,Dishwashers
35-9031.00,3.46,3.5,5.75,8.88,2.0,3.5,5.88,5.0,6.38,10.48,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
37-1011.00,2.0,6.0,6.12,11.400000000000002,2.76,4.24,6.25,6.25,8.28,7.26,First-Line Supervisors of Housekeeping and Janitorial Workers
37-1012.00,2.06,6.12,6.24,12.219999999999999,3.54,5.76,6.870000000000001,6.74,9.1,6.02,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
37-2011.00,2.0,4.37,5.37,3.34,2.3,2.0,5.75,4.75,13.46,4.22,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
37-2012.00,2.78,4.24,4.74,2.94,2.0,2.88,5.0,4.74,12.16,4.98,Maids and Housekeeping Cleaners
37-2021.00,2.0,6.25,6.62,4.42,5.88,5.24,6.62,6.0,13.7,3.34,Pest Control Workers
37-3011.00,3.8,4.37,5.13,3.62,3.24,2.5,5.88,4.13,14.0,2.9,Landscaping and Groundskeeping Workers
37-3012.00,2.0,5.88,6.25,2.84,5.460000000000001,4.25,6.13,5.88,13.02,3.9000000000000004,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
37-3013.00,2.0,5.869999999999999,6.25,2.44,4.26,3.26,7.13,5.12,14.0,3.58,Tree Trimmers and Pruners
39-1013.00,2.0,6.25,7.0,11.86,2.0,5.0,7.5,7.24,7.4,6.04,First-Line Supervisors of Gambling Services Workers
39-1014.00,3.58,0.0,0.0,14.0,2.06,0.0,0.0,0.0,5.8,8.8,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services"
39-1022.00,2.18,6.12,7.0,13.7,2.2,4.24,7.63,7.37,6.74,7.960000000000001,First-Line Supervisors of Personal Service Workers
39-2011.00,3.5199999999999996,5.75,6.62,4.16,4.6,3.5,7.75,6.0,13.04,7.22,Animal Trainers
39-2021.00,3.26,4.87,6.0,3.04,5.5,3.88,6.37,5.88,12.34,7.5,Animal Caretakers
39-3011.00,2.2,4.25,6.12,10.36,2.0,4.75,6.37,5.620000000000001,7.42,4.32,Gambling Dealers
39-3012.00,2.04,4.75,6.24,9.98,2.0,5.75,6.26,5.869999999999999,5.56,5.84,Gambling and Sports Book Writers and Runners
39-3021.00,6.2,5.13,5.5,3.9800000000000004,4.04,2.0,6.0,6.0,10.88,4.04,Motion Picture Projectionists
39-3031.00,2.82,4.62,5.26,8.38,2.0,3.26,5.88,5.0,6.42,9.38,"Ushers, Lobby Attendants, and Ticket Takers"
39-3091.00,3.3599999999999994,4.24,5.25,7.66,2.0,3.75,6.5,4.38,8.46,8.7,Amusement and Recreation Attendants
39-3092.00,11.22,4.63,5.88,5.68,2.0,2.5,6.25,6.0,7.76,6.52,Costume Attendants
39-3093.00,3.12,4.0,5.37,4.98,2.0,1.7599999999999998,5.76,5.0,8.32,8.28,"Locker Room, Coatroom, and Dressing Room Attendants"
39-4011.00,3.22,5.88,6.37,5.300000000000001,5.140000000000001,4.0,6.870000000000001,6.38,11.68,6.799999999999999,Embalmers
39-4012.00,2.92,0.0,0.0,2.98,4.22,0.0,0.0,0.0,11.92,5.460000000000001,Crematory Operators
39-4021.00,3.6399999999999997,4.25,5.76,7.34,2.14,2.87,5.88,5.5,9.9,7.86,Funeral Attendants
39-4031.00,3.5,6.12,6.62,9.32,2.8,5.5,7.119999999999999,7.13,7.1,8.82,"Morticians, Undertakers, and Funeral Arrangers"
39-5011.00,5.42,4.37,5.76,7.1,2.0,3.0,5.88,4.87,10.779999999999998,7.16,Barbers
39-5012.00,6.48,5.88,6.12,6.5,3.08,4.38,6.24,6.0,10.8,7.4399999999999995,"Hairdressers, Hairstylists, and Cosmetologists"
39-5091.00,13.439999999999998,5.620000000000001,6.630000000000001,6.16,2.74,4.24,6.630000000000001,7.0,8.66,6.0,"Makeup Artists, Theatrical and Performance"
39-5092.00,4.58,4.25,4.88,4.7,2.6,3.13,5.25,4.87,11.259999999999998,6.12,Manicurists and Pedicurists
39-5093.00,3.12,4.0,5.13,4.94,2.7,2.74,5.0,4.75,11.06,7.5,Shampooers
39-5094.00,5.9,5.620000000000001,6.5,6.24,4.08,3.12,6.25,6.24,10.96,8.36,Skincare Specialists
39-6011.00,2.0,5.0,5.13,5.1,2.0,3.88,5.75,5.5,9.84,7.02,Baggage Porters and Bellhops
39-6012.00,4.58,5.76,6.5,9.34,2.0,4.0,6.62,6.0,5.4,10.68,Concierges
39-7011.00,6.92,4.24,5.76,7.279999999999999,4.8,3.12,6.0,6.0,6.66,10.7,Tour Guides and Escorts
39-7012.00,4.9,6.24,6.5,9.22,4.68,5.0,6.76,7.0,4.9,9.68,Travel Guides
39-9011.00,7.16,5.88,6.12,5.5,2.96,4.0,7.0,6.0,6.16,12.36,Childcare Workers
39-9011.01,7.0,6.38,6.870000000000001,5.36,4.38,2.37,7.880000000000001,6.0,5.82,12.6,Nannies
39-9031.00,4.8,5.37,6.0,7.02,5.42,2.63,6.0,6.12,10.46,11.240000000000002,Exercise Trainers and Group Fitness Instructors
39-9032.00,6.1,6.12,6.5,9.02,3.96,4.12,6.74,6.37,7.5,9.8,Recreation Workers
39-9041.00,4.5,6.12,6.630000000000001,7.62,4.74,4.0,7.62,6.5,5.64,10.56,Residential Advisors
41-1011.00,2.0,6.5,6.74,14.0,2.28,5.75,6.870000000000001,6.879999999999999,5.5,7.279999999999999,First-Line Supervisors of Retail Sales Workers
41-1012.00,2.0,7.24,7.63,14.0,2.22,6.0,6.62,7.74,3.4799999999999995,8.16,First-Line Supervisors of Non-Retail Sales Workers
41-2011.00,2.0,4.0,5.24,7.24,2.0,4.74,5.75,5.37,5.8,5.18,Cashiers
41-2012.00,2.12,5.13,5.88,8.38,2.0,5.380000000000001,6.25,6.12,6.14,4.86,Gambling Change Persons and Booth Cashiers
41-2021.00,2.54,5.13,5.76,7.720000000000001,2.0,4.5,5.869999999999999,6.37,6.34,6.6,Counter and Rental Clerks
41-2022.00,2.0,5.76,6.0,7.66,3.2,5.25,6.13,6.74,11.28,3.92,Parts Salespersons
41-2031.00,3.96,5.25,5.88,12.26,2.0,4.62,6.37,6.12,6.4,5.92,Retail Salespersons
41-3011.00,7.279999999999999,6.12,6.74,13.3,3.04,5.5,6.24,7.26,2.36,5.92,Advertising Sales Agents
41-3021.00,2.18,6.0,6.870000000000001,11.899999999999999,4.5,6.0,6.75,8.0,2.0,7.42,Insurance Sales Agents
41-3031.00,2.58,6.879999999999999,8.0,12.16,5.0600000000000005,6.37,7.25,7.25,2.52,6.14,"Securities, Commodities, and Financial Services Sales Agents"
41-3041.00,3.8,5.88,6.870000000000001,11.560000000000002,3.02,5.380000000000001,6.38,7.75,2.3,8.62,Travel Agents
41-3091.00,2.9,0.0,0.0,13.46,3.88,0.0,0.0,0.0,2.14,7.5,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel"
41-4011.00,2.88,6.5,7.38,10.54,6.3,5.76,6.74,7.87,5.6,6.24,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products"
41-4011.07,2.78,6.24,7.0,11.12,5.460000000000001,5.75,6.630000000000001,7.24,7.039999999999999,5.5,Solar Sales Representatives and Assessors
41-4012.00,3.3,6.12,6.37,12.24,4.48,4.5,6.37,7.13,5.26,5.380000000000001,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
41-9011.00,6.62,5.380000000000001,6.12,10.760000000000002,3.7800000000000002,4.0,6.0,6.5,6.48,6.52,Demonstrators and Product Promoters
41-9012.00,13.82,3.63,4.0,7.42,2.18,1.5,4.25,4.5,10.02,4.98,Models
41-9021.00,2.0,5.88,7.62,12.96,3.04,5.88,6.879999999999999,8.0,5.42,5.8,Real Estate Brokers
41-9022.00,3.84,6.12,7.13,12.92,2.94,6.37,6.5,7.38,4.24,7.039999999999999,Real Estate Sales Agents
41-9031.00,3.5199999999999996,7.880000000000001,8.0,11.560000000000002,7.16,6.62,7.75,8.879999999999999,6.76,5.64,Sales Engineers
41-9041.00,2.48,4.38,5.37,10.72,2.18,1.88,5.5,6.5,3.74,7.22,Telemarketers
41-9091.00,4.08,4.87,5.76,11.04,2.0,3.0,5.76,5.75,7.119999999999999,5.58,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
43-1011.00,2.0,6.630000000000001,7.24,13.8,2.76,5.5,7.37,7.75,3.16,8.66,First-Line Supervisors of Office and Administrative Support Workers
43-2011.00,2.0,4.62,5.620000000000001,6.36,2.78,3.13,5.629999999999999,5.88,7.26,5.82,"Switchboard Operators, Including Answering Service"
43-2021.00,2.0,5.12,5.5,6.66,2.28,2.76,5.88,5.88,6.46,8.1,Telephone Operators
43-3011.00,2.0,5.76,5.76,8.72,2.0,5.24,6.0,6.74,4.16,6.52,Bill and Account Collectors
43-3021.00,2.0,5.5,6.5,5.52,3.18,6.13,6.37,7.0,5.66,2.94,Billing and Posting Clerks
43-3031.00,2.0,5.76,6.12,5.74,4.36,6.76,6.5,7.0,3.26,2.98,"Bookkeeping, Accounting, and Auditing Clerks"
43-3041.00,2.0,4.5,6.37,9.32,2.0,6.13,6.74,6.0,5.8,5.82,Gambling Cage Workers
43-3051.00,2.0,6.0,6.12,6.639999999999999,2.1,6.37,6.5,7.63,3.7,3.8200000000000003,Payroll and Timekeeping Clerks
43-3061.00,2.0,6.62,6.62,8.26,3.42,5.380000000000001,6.62,8.0,6.34,3.26,Procurement Clerks
43-3071.00,2.0,5.76,6.37,8.38,2.84,5.75,6.870000000000001,6.37,4.54,4.88,Tellers
43-4011.00,2.0,5.76,7.0,9.02,2.54,6.5,6.5,7.5,4.2,4.64,Brokerage Clerks
43-4021.00,3.14,5.629999999999999,6.25,6.86,5.04,5.25,6.38,7.75,2.64,5.4,Correspondence Clerks
43-4031.00,2.22,5.5,6.5,8.48,3.8200000000000003,4.5,6.26,7.0,3.9400000000000004,7.039999999999999,"Court, Municipal, and License Clerks"
43-4041.00,2.0,5.0,6.37,8.96,3.74,5.0,6.5,7.119999999999999,2.0,6.78,"Credit Authorizers, Checkers, and Clerks"
43-4051.00,2.0,6.12,6.37,10.16,3.26,4.5,7.13,6.5,3.9400000000000004,7.54,Customer Service Representatives
43-4061.00,2.0,6.12,7.37,7.84,4.9,4.5,6.76,7.880000000000001,2.0,8.92,"Eligibility Interviewers, Government Programs"
43-4071.00,2.02,5.26,6.12,3.5199999999999996,2.56,4.24,6.0,7.13,4.82,4.1,File Clerks
43-4081.00,2.7,5.75,6.0,7.6,2.0,4.74,6.25,6.5,5.24,8.98,"Hotel, Motel, and Resort Desk Clerks"
43-4111.00,2.76,6.24,6.5,7.32,3.84,4.37,6.37,7.119999999999999,2.0,8.24,"Interviewers, Except Eligibility and Loan"
43-4121.00,2.58,5.0,5.5,4.36,4.0,4.24,6.0,6.5,5.82,7.54,"Library Assistants, Clerical"
43-4131.00,2.0,6.5,7.37,9.22,4.36,6.24,7.13,7.880000000000001,2.0,6.799999999999999,Loan Interviewers and Clerks
43-4141.00,2.0,5.37,6.37,9.3,3.8200000000000003,5.88,6.0,7.119999999999999,2.74,7.32,New Accounts Clerks
43-4151.00,2.0,5.5,6.12,9.08,2.0,5.75,6.62,7.0,5.140000000000001,5.04,Order Clerks
43-4161.00,2.0,5.75,6.37,7.82,2.7,4.0,6.630000000000001,8.0,2.86,6.48,"Human Resources Assistants, Except Payroll and Timekeeping"
43-4171.00,2.2,5.37,5.5,8.52,3.58,3.88,5.629999999999999,6.24,3.9000000000000004,7.14,Receptionists and Information Clerks
43-4181.00,2.64,6.0,6.24,8.16,2.0,5.12,6.12,6.62,4.24,8.78,Reservation and Transportation Ticket Agents and Travel Clerks
